timestamp,cpu_percent,cpu_level,mem_percent,mem_used_gb,mem_total_gb,battery_percent,battery_charging,drain_rate,thermal_estimate,ai_process_count,active_connections,fps_estimate,total_processes
2026-03-25T14:42:32.078106,97.2,CRITICAL,78.7,50.12,63.65,17,True,,,18,379,,585
2026-03-25T14:42:57.927316,100.0,CRITICAL,78.6,50.01,63.65,17,True,,,16,403,,584
2026-03-25T14:43:30.487375,100.0,CRITICAL,79.3,50.45,63.65,17,True,,,16,407,,583
2026-03-25T14:44:03.024924,100.0,CRITICAL,79.1,50.34,63.65,17,True,,,16,399,,589
2026-03-25T14:44:34.788546,100.0,CRITICAL,78.6,50.03,63.65,17,True,,,16,392,,587
2026-03-25T14:45:06.199324,100.0,CRITICAL,78.1,49.74,63.65,17,True,,,16,391,,586
2026-03-25T14:45:39.108868,100.0,CRITICAL,77.9,49.55,63.65,17,True,,,16,382,,585
2026-03-25T14:46:11.589559,100.0,CRITICAL,77.2,49.1,63.65,17,True,,,16,385,,585
2026-03-25T14:46:43.930204,100.0,CRITICAL,76.9,48.97,63.65,17,True,,,16,437,,587
2026-03-25T14:47:14.398792,100.0,CRITICAL,76.6,48.72,63.65,17,True,,,16,446,,585
2026-03-25T14:47:44.017594,100.0,CRITICAL,76.4,48.63,63.65,17,True,,,16,448,,584
2026-03-25T14:48:13.701189,99.8,CRITICAL,75.8,48.28,63.65,17,True,,,16,451,,583
2026-03-25T14:48:43.941471,100.0,CRITICAL,75.8,48.26,63.65,17,True,,,16,457,,587
2026-03-25T14:49:13.016091,100.0,CRITICAL,76.1,48.41,63.65,17,True,,,16,455,,588
2026-03-25T14:49:43.092366,100.0,CRITICAL,75.9,48.31,63.65,17,True,,,16,460,,585
2026-03-25T14:50:13.016936,100.0,CRITICAL,76.0,48.36,63.65,17,True,,,16,456,,584
2026-03-25T14:50:43.411146,100.0,CRITICAL,76.2,48.5,63.65,17,True,,,16,454,,585
2026-03-25T14:51:13.142678,100.0,CRITICAL,75.8,48.23,63.65,17,True,,,16,444,,581
2026-03-25T14:51:42.147944,100.0,CRITICAL,75.9,48.3,63.65,17,True,,,16,445,,582
2026-03-25T14:52:12.775151,100.0,CRITICAL,75.0,47.73,63.65,17,True,,,16,464,,589
2026-03-25T14:52:44.166897,100.0,CRITICAL,76.1,48.44,63.65,17,True,,,16,469,,583
2026-03-25T14:53:14.966762,100.0,CRITICAL,75.5,48.04,63.65,17,True,,,16,463,,581
2026-03-25T14:53:45.909742,100.0,CRITICAL,75.4,47.96,63.65,17,True,,,16,460,,584
2026-03-25T14:54:19.400438,100.0,CRITICAL,74.9,47.7,63.65,17,True,,,16,456,,582
2026-03-25T14:54:49.715826,100.0,CRITICAL,75.2,47.84,63.65,17,True,,,16,453,,580
2026-03-25T14:55:20.530254,99.8,CRITICAL,74.9,47.64,63.65,17,True,,,16,448,,578
2026-03-25T14:55:51.565142,100.0,CRITICAL,74.4,47.34,63.65,17,True,,,16,443,,580
